CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
646.0,Germany,Female,55,4,93400.14,2,1,1,130611.18,0
767.0,Germany,Male,18,2,115037.75,3,0,0,78479.24,1
650.0,Germany,Male,39,0,80868.07,2,0,1,129804.9,0
757.0,France,Female,26,4,0.0,1,0,1,15761.93,0
657.0,Germany,Female,46,8,0.0,1,0,0,121491.4,0
760.0,France,Female,35,3,22642.46,2,1,1,109739.15,0
589.0,Germany,Female,59,7,0.0,1,1,1,22996.51,0
654.0,Spain,Male,47,2,0.0,2,0,1,164549.9,0
487.0,Germany,Female,54,3,0.0,1,0,0,45942.03,1
646.0,Spain,Female,25,8,0.0,1,1,1,61381.19,0
481.0,Spain,Female,41,1,0.0,2,1,0,135451.61,0
611.0,Germany,Female,41,3,142162.95,1,1,0,62075.58,1
718.0,Germany,Male,34,7,204096.44,1,1,1,73083.42,1
647.0,France,Female,26,0,184252.86,1,1,1,55365.58,0
582.0,Germany,Female,59,9,0.0,2,0,0,6618.44,1
669.0,Spain,Male,33,1,0.0,1,1,1,79352.67,0
758.0,Germany,Male,37,3,0.0,1,0,0,32298.27,0
625.0,France,Male,37,1,134278.51,2,1,1,92212.56,0
621.0,France,Female,23,6,110276.45,2,0,0,10748.15,0
668.0,Spain,Female,36,6,69826.92,1,0,0,52443.91,0
646.0,France,Female,18,4,0.0,2,1,0,134042.97,0
726.0,France,Male,40,10,100065.8,3,1,1,191457.99,1
528.0,Germany,Female,27,8,0.0,2,1,0,96139.22,0
533.0,France,Male,22,3,88030.14,2,1,1,21140.82,0
621.0,Germany,Female,33,1,176796.4,1,1,0,5187.81,0
773.0,Germany,Female,32,8,0.0,2,1,0,158982.83,0
850.0,France,Female,45,5,200176.72,1,1,0,60951.44,1
566.0,Spain,Female,24,4,0.0,2,1,1,83560.36,0
460.0,France,Male,53,6,120624.62,1,1,1,98229.04,0
639.0,France,Male,47,10,95343.85,2,1,0,168561.42,1
622.0,France,Female,32,7,0.0,1,0,1,106779.39,0
816.0,France,Female,40,8,216948.58,1,1,1,117115.99,0
570.0,France,Male,35,3,55778.7,1,1,1,191495.47,0
650.0,France,Male,42,6,144396.51,1,1,1,144256.62,0
553.0,France,Male,41,6,68477.44,1,1,0,141448.35,0
811.0,Germany,Male,48,5,47746.48,2,0,0,51808.43,1
717.0,France,Female,37,10,0.0,1,0,0,30845.08,1
622.0,Germany,Male,18,0,0.0,2,0,1,157834.05,0
767.0,France,Male,33,0,0.0,1,1,0,10632.05,0
651.0,France,Male,46,4,148530.51,2,1,0,142063.49,1
657.0,Germany,Male,41,3,118477.29,1,0,0,83852.31,1
733.0,Spain,Male,33,2,66537.92,2,1,1,136587.99,0
753.0,France,Male,34,0,56273.23,1,1,1,60215.87,0
537.0,Germany,Female,50,6,0.0,1,1,0,184328.07,0
824.0,Spain,Male,27,4,0.0,2,1,1,109650.33,0
850.0,Spain,Female,22,4,88889.5,1,1,1,84916.45,0
825.0,France,Female,31,7,114035.56,2,1,1,95437.94,0
744.0,France,Male,42,5,207626.09,2,1,0,130715.06,0
674.0,Spain,Female,26,9,127642.12,1,1,1,25137.71,0
648.0,Spain,Female,39,0,0.0,1,0,1,67342.69,0
491.0,France,Male,32,9,42408.08,1,1,1,40197.23,0
627.0,Spain,Male,30,9,142859.1,2,1,1,166286.18,0
810.0,France,Female,45,2,0.0,2,1,1,125142.56,0
514.0,Germany,Female,36,4,148241.21,1,1,0,176693.07,0
626.0,Germany,Male,20,4,100967.79,2,1,1,24453.85,0
582.0,France,Male,40,3,122776.6,1,0,1,57311.42,0
652.0,Spain,Female,44,4,115422.15,2,0,1,147910.45,0
555.0,Germany,Male,32,1,0.0,1,0,0,138142.13,0
519.0,Germany,Female,48,7,0.0,2,1,1,140722.29,0
615.0,Germany,Male,35,9,0.0,2,1,1,8158.94,0
702.0,France,Male,33,6,141637.56,2,1,1,161327.67,0
643.0,France,Female,25,6,117224.31,1,1,1,189689.24,0
700.0,France,Male,18,5,0.0,1,0,1,27827.36,0
688.0,France,Female,35,8,54589.97,1,1,0,36478.44,1
608.0,France,Male,27,2,126813.42,1,0,0,91883.92,0
697.0,France,Male,42,7,128447.4,1,1,1,165381.15,0
787.0,France,Male,22,0,0.0,1,0,0,36285.57,0
661.0,Spain,Female,42,1,0.0,2,1,0,180908.6,0
666.0,Spain,Male,58,8,11147.1,2,0,0,190663.5,1
679.0,France,Female,29,5,0.0,3,1,0,62934.7,1
583.0,France,Female,37,1,194346.62,1,1,0,53516.81,1
717.0,France,Male,21,9,89529.83,2,0,1,152661.66,0
583.0,Germany,Male,56,5,97895.82,2,0,0,79943.29,1
768.0,France,Male,45,3,0.0,1,1,1,137393.76,1
712.0,Spain,Female,34,6,0.0,1,1,1,198278.81,0
536.0,Germany,Male,35,7,32745.09,2,1,0,116175.61,1
749.0,Spain,Female,28,6,119744.27,2,0,0,86697.65,0
805.0,Spain,Female,46,2,0.0,2,1,1,63779.99,0
592.0,Spain,Female,38,1,0.0,2,1,0,144798.99,0
741.0,France,Male,18,10,15089.83,1,1,1,34702.73,0
498.0,France,Male,24,10,0.0,1,1,1,69620.08,0
683.0,Spain,Male,47,9,132463.79,2,1,0,53498.91,1
529.0,Germany,Male,45,2,0.0,2,0,1,178817.12,0
544.0,Germany,Male,48,3,148349.12,1,0,0,128925.91,0
796.0,France,Female,26,8,158634.72,1,0,1,151881.63,0
672.0,France,Female,24,8,0.0,1,1,1,58079.71,0
501.0,Germany,Female,20,6,0.0,2,0,0,73999.3,0
640.0,Spain,Male,56,5,85773.98,2,0,0,91165.58,0
827.0,France,Female,24,8,184880.23,2,1,0,97243.65,0
572.0,Germany,Female,40,0,103373.63,1,1,0,132067.8,1
643.0,Germany,Male,37,9,155785.45,2,1,1,101478.6,0
373.0,France,Male,52,1,69490.52,2,0,0,169404.22,1
639.0,Spain,Male,25,9,115248.71,1,0,1,164678.6,0
717.0,Germany,Male,24,5,86813.52,1,1,0,47241.03,0
656.0,France,Male,51,5,0.0,1,1,1,167306.2,0
668.0,Spain,Male,26,2,0.0,1,1,0,128114.51,0
834.0,Germany,Female,38,2,126237.02,2,0,0,79248.09,0
755.0,Germany,Male,35,7,0.0,2,0,1,78757.31,0
813.0,France,Male,47,10,0.0,2,1,1,117930.3,0
466.0,France,Female,18,4,226695.77,2,0,0,35917.82,0
592.0,France,Female,49,9,164306.37,1,1,1,55057.05,0
620.0,Germany,Female,41,3,0.0,2,1,1,164320.48,0
585.0,France,Male,46,5,122624.94,1,1,0,151806.74,1
654.0,France,Female,57,8,0.0,2,1,0,108151.5,0
714.0,France,Male,39,7,67241.18,2,0,0,68629.72,1
574.0,France,Female,39,10,0.0,2,1,0,93897.46,0
718.0,Germany,Female,49,9,0.0,2,0,0,84589.06,1
804.0,Spain,Male,36,4,0.0,2,0,1,189953.21,0
695.0,France,Male,37,0,110088.31,1,0,0,79856.33,0
716.0,France,Male,48,2,70485.65,2,1,1,61238.69,0
483.0,France,Male,19,3,97131.8,1,1,0,98972.57,0
663.0,France,Male,45,5,0.0,1,0,0,33629.28,0
740.0,Spain,Female,47,1,104773.89,2,1,1,38613.83,0
628.0,France,Male,28,7,0.0,1,1,0,132023.8,0
730.0,Germany,Male,31,3,0.0,2,1,1,107962.05,1
678.0,France,Male,39,6,0.0,2,1,1,184212.23,0
608.0,France,Female,35,4,83065.23,1,1,1,99880.32,0
638.0,France,Female,42,0,0.0,2,1,1,73190.28,0
815.0,Germany,Male,40,3,76964.99,1,1,0,193678.1,0
633.0,Spain,Female,51,8,28671.28,2,1,0,69823.48,0
646.0,Germany,Female,41,3,0.0,2,0,1,84283.3,0
527.0,Germany,Male,34,0,122368.85,2,1,0,70497.01,0
495.0,Germany,Female,45,7,60243.66,2,1,0,26690.43,0
739.0,France,Male,48,9,0.0,3,1,1,123770.86,0
659.0,France,Female,45,2,0.0,2,1,0,71047.39,0
620.0,Germany,Male,39,7,203248.52,2,1,1,161050.85,0
539.0,France,Female,44,10,128171.54,1,1,0,138964.88,1
431.0,France,Female,36,3,0.0,2,1,0,189882.15,0
742.0,France,Male,51,3,28185.4,1,1,0,81561.66,0
744.0,Spain,Female,54,4,0.0,1,1,0,189329.29,1
716.0,France,Male,30,6,80720.46,2,1,1,55836.58,1
659.0,France,Male,34,7,201425.22,2,1,0,185459.66,0
491.0,Spain,Female,32,9,139762.72,1,1,0,105655.76,0
689.0,France,Male,43,6,158393.69,1,1,1,108666.47,0
657.0,France,Female,33,1,130649.33,2,0,1,156968.01,0
547.0,France,Male,42,1,150777.13,2,1,0,185593.15,1
754.0,Germany,Female,40,3,94367.2,2,0,1,163633.37,0
719.0,France,Male,48,1,0.0,1,1,0,128760.17,0
511.0,France,Male,39,1,0.0,2,1,1,144200.52,0
638.0,Germany,Male,37,0,64396.15,2,1,1,29005.97,1
634.0,Spain,Female,44,7,108659.01,2,1,0,166177.38,1
666.0,Germany,Female,52,8,0.0,1,0,0,126872.05,0
470.0,Spain,Male,53,10,142588.52,1,0,0,44955.2,0
701.0,France,Female,34,4,0.0,2,1,1,177710.89,0
450.0,France,Male,24,6,138616.45,1,1,1,113321.25,0
657.0,Spain,Male,40,2,60529.79,2,1,1,76407.7,0
599.0,Spain,Male,41,6,132541.22,2,1,1,123610.62,0
824.0,France,Male,24,9,0.0,2,1,1,43743.31,0
624.0,France,Female,47,4,163478.75,2,1,0,92640.86,1
618.0,Spain,Male,51,1,137203.19,1,1,0,105958.38,1
607.0,Spain,Male,39,10,20602.54,2,1,1,101025.71,0
519.0,France,Female,46,2,0.0,2,0,1,55792.37,0
679.0,France,Female,44,10,109519.38,2,1,1,39646.81,0
535.0,Spain,Female,36,1,57225.14,1,1,0,120882.04,0
593.0,France,Female,51,3,0.0,1,0,1,34874.82,0
584.0,Germany,Female,43,5,0.0,1,1,0,71042.41,0
657.0,France,Female,35,10,138664.65,3,1,1,183507.27,1
850.0,France,Male,36,2,0.0,2,1,1,24026.85,0
538.0,Germany,Male,42,4,24112.28,1,1,1,131803.85,1
772.0,Germany,Male,44,0,32722.33,1,0,1,110229.52,0
743.0,France,Female,38,10,186954.48,1,0,0,78628.62,0
487.0,Spain,Male,39,5,125394.81,2,0,1,107079.05,1
663.0,France,Male,37,4,0.0,1,1,1,162290.48,0
505.0,Spain,Female,50,2,0.0,2,1,0,195757.11,0
770.0,France,Female,37,7,127496.99,2,0,1,32969.92,0
479.0,France,Male,46,3,187493.17,1,1,0,177905.68,0
624.0,Spain,Female,45,4,93447.64,2,1,1,83226.5,0
522.0,France,Male,42,4,119855.59,1,1,0,96385.97,1
729.0,France,Male,18,0,214483.01,3,1,1,135077.86,0
593.0,France,Female,45,8,0.0,1,1,1,27666.25,0
667.0,France,Male,38,1,0.0,2,1,0,70112.08,0
526.0,France,Female,46,6,0.0,4,1,0,135529.56,0
646.0,Spain,Male,45,9,22663.23,1,0,1,33175.53,0
756.0,Germany,Female,43,7,108924.42,2,0,0,51996.56,0
742.0,Spain,Female,52,10,0.0,1,1,0,120140.91,0
775.0,France,Male,50,7,80876.89,1,1,1,167242.46,0
728.0,Germany,Male,18,3,135841.72,2,0,1,85430.86,0
645.0,Germany,Male,26,9,18867.65,2,1,0,120271.52,1
691.0,Spain,Female,50,4,0.0,1,1,0,36473.9,0
704.0,Germany,Male,36,6,110189.32,1,1,0,128193.28,0
687.0,France,Male,27,0,22077.3,2,1,1,89101.57,0
722.0,Germany,Female,20,6,155623.38,2,1,0,11913.28,0
658.0,Germany,Male,18,10,144380.59,2,0,0,107909.53,1
695.0,France,Male,38,9,80864.25,1,1,1,95109.75,0
850.0,France,Female,25,9,0.0,2,1,1,77937.28,0
629.0,Germany,Male,40,3,83454.03,3,1,0,100375.99,1
850.0,France,Male,58,10,0.0,1,0,1,77789.1,0
548.0,France,Male,47,3,99140.1,1,1,0,62857.01,0
684.0,France,Male,29,8,214410.59,2,1,0,11024.76,0
640.0,Germany,Female,30,1,0.0,1,0,0,29378.59,0
546.0,Spain,Male,27,10,39369.43,2,0,1,111953.35,0
742.0,Germany,Female,39,6,28150.07,2,1,1,138313.3,0
850.0,France,Male,36,1,0.0,2,0,0,180874.19,0
786.0,France,Female,53,10,75333.97,2,1,0,173149.72,0
719.0,France,Female,38,5,105114.05,2,1,1,72448.41,0
350.0,France,Female,31,0,160445.76,1,0,0,62990.46,0
517.0,Spain,Female,25,0,24802.99,2,1,1,61567.18,0
710.0,France,Male,33,10,1020.54,2,0,0,116649.42,0
624.0,France,Female,43,10,221448.88,2,0,0,18073.19,1
657.0,France,Male,24,3,0.0,2,1,0,131362.62,0
850.0,France,Male,26,5,0.0,2,1,1,158491.82,0
826.0,France,Female,31,4,0.0,1,1,0,123322.69,0
740.0,France,Male,47,2,97365.32,1,0,0,127164.7,0
548.0,France,Female,30,10,35295.97,2,1,1,72952.54,0
638.0,Germany,Male,27,4,166740.1,1,1,0,71244.2,1
727.0,France,Male,36,0,66156.56,2,1,1,66103.41,0
602.0,Spain,Female,23,1,50622.5,2,1,1,154083.94,0
452.0,France,Female,37,5,62236.92,2,1,0,111278.96,0
820.0,Germany,Female,30,4,93267.97,1,1,0,86459.2,0
650.0,France,Male,44,10,0.0,1,1,0,47706.41,1
618.0,France,Female,42,7,118243.07,2,0,0,103229.44,0
619.0,Spain,Male,32,8,0.0,2,1,0,80576.92,0
577.0,France,Female,42,3,0.0,2,0,1,4019.25,0
506.0,Germany,Female,50,4,133254.49,2,0,1,129365.94,1
742.0,France,Male,42,9,0.0,1,1,0,142650.21,0
565.0,France,Male,46,8,117510.39,1,1,0,3805.76,1
676.0,Germany,Male,31,6,163410.48,1,0,1,68071.87,0
727.0,France,Male,37,5,149969.67,2,1,0,156143.06,0
713.0,Spain,Female,40,1,0.0,1,0,0,14251.83,0
635.0,France,Male,51,1,165886.01,2,1,0,132929.9,0
700.0,France,Male,35,3,71228.2,2,1,0,25965.06,0
594.0,Germany,Female,34,8,2370.86,1,1,0,24877.6,0
655.0,Germany,Male,18,9,0.0,2,1,0,76464.94,1
642.0,France,Male,37,9,82429.9,1,0,0,183709.63,1
686.0,Germany,Male,41,6,0.0,3,1,0,32453.83,1
669.0,Germany,Male,25,10,0.0,1,0,1,34872.64,0
492.0,France,Male,29,5,235024.86,1,1,1,73625.76,1
617.0,Germany,Male,22,0,0.0,2,1,1,8865.17,0
476.0,Spain,Female,18,5,66654.05,2,1,0,69031.16,0
589.0,Spain,Male,43,6,105010.83,1,1,0,80679.97,0
667.0,France,Female,32,0,219016.76,1,1,0,194327.29,0
745.0,France,Male,30,2,0.0,2,1,0,49390.45,0
850.0,France,Male,49,7,0.0,1,1,0,19731.91,0
630.0,Spain,Female,41,4,139079.84,2,1,1,175912.71,0
543.0,Germany,Female,56,6,0.0,2,0,1,62227.08,0
751.0,Germany,Female,35,1,128595.32,2,1,0,109500.94,1
625.0,Germany,Male,53,0,0.0,2,1,1,59003.79,0
743.0,Germany,Male,53,8,52713.52,2,0,0,76066.68,0
662.0,France,Female,34,7,144517.4,1,0,1,141440.93,0
668.0,France,Male,41,8,0.0,2,1,1,174053.65,0
825.0,Spain,Female,41,0,0.0,1,1,0,130991.81,1
610.0,France,Female,42,2,0.0,2,0,1,16639.05,0
716.0,France,Female,60,4,80544.1,1,1,0,55694.84,0
580.0,France,Male,38,10,94199.25,1,0,1,167644.61,1
680.0,France,Female,31,10,117764.37,1,0,0,190512.51,0
705.0,Spain,Male,44,1,0.0,1,1,1,190130.21,0
693.0,Spain,Male,40,8,116555.99,2,1,1,161268.82,0
664.0,Spain,Female,33,9,77470.54,2,1,0,83978.61,1
439.0,Spain,Male,27,4,0.0,1,0,0,152970.16,0
657.0,Spain,Female,31,1,103702.73,1,1,0,48741.27,0
635.0,Spain,Female,57,6,0.0,1,0,0,95700.47,0
608.0,Spain,Male,50,0,89010.5,1,1,0,22765.58,0
800.0,Germany,Female,48,7,90619.8,1,1,1,92757.23,0
717.0,France,Male,45,2,0.0,2,0,1,167625.31,0
604.0,France,Male,32,4,169951.29,1,0,1,22402.1,0
728.0,Spain,Male,43,10,4478.16,2,1,1,140025.78,0
552.0,France,Male,25,3,115781.31,2,1,1,95776.61,0
743.0,France,Female,37,1,0.0,1,1,1,30153.16,0
744.0,France,Female,29,1,49354.87,2,1,1,69925.05,1
707.0,Germany,Male,32,8,90202.58,1,0,0,165998.48,1
608.0,France,Male,47,10,0.0,1,1,0,157114.62,0
640.0,France,Male,50,9,0.0,2,1,1,12138.76,0
542.0,France,Male,38,0,90608.06,2,0,0,78691.43,0
651.0,Germany,Male,58,10,0.0,2,1,1,158837.82,1
449.0,France,Male,29,5,0.0,2,1,1,49639.99,0
495.0,Germany,Female,39,1,181053.6,1,1,1,120531.68,0
681.0,Germany,Female,36,4,186905.82,1,1,1,68948.37,0
749.0,France,Male,54,5,0.0,1,1,1,60172.7,0
684.0,France,Female,18,3,0.0,2,1,1,131485.9,0
654.0,France,Female,40,0,0.0,1,0,1,49197.34,0
652.0,Spain,Male,18,8,64146.51,2,1,1,93588.84,0
775.0,Germany,Male,33,10,161033.41,3,1,1,110299.89,1
766.0,Spain,Male,55,4,127212.65,2,0,0,80116.63,0
632.0,Germany,Male,30,3,155167.76,1,1,1,116268.19,1
727.0,Germany,Female,35,5,181606.42,1,0,0,65459.29,1
736.0,Germany,Female,43,7,119748.48,1,1,1,141834.18,0
758.0,Germany,Female,24,0,130957.21,1,1,1,67980.12,0
676.0,France,Female,26,9,181906.19,2,1,0,62974.48,1
705.0,France,Female,48,3,0.0,2,1,0,159982.27,1
738.0,France,Male,32,6,28452.33,1,1,0,38952.17,0
756.0,France,Male,44,10,110973.58,2,1,1,152585.8,0
524.0,France,Male,35,5,0.0,2,0,0,37579.01,0
785.0,Spain,Female,18,4,0.0,2,1,1,21969.52,0
659.0,France,Female,37,1,92410.65,1,1,0,64643.83,0
671.0,France,Female,24,8,220608.33,1,0,0,104386.3,0
632.0,France,Male,54,2,71894.37,1,1,1,45150.19,0
615.0,France,Female,40,9,88875.58,1,1,0,22662.58,1
675.0,France,Male,21,10,30991.71,1,1,1,180464.96,0
698.0,Spain,Male,40,7,96872.71,1,0,1,28450.88,0
635.0,France,Male,46,10,167413.49,1,1,1,61957.41,0
778.0,France,Female,53,1,43258.66,1,0,1,193132.81,0
610.0,Spain,Female,38,5,0.0,1,1,1,34914.6,0
506.0,France,Male,40,9,61543.4,2,0,0,149590.65,0
694.0,Germany,Male,46,7,0.0,2,1,1,161704.0,0
435.0,France,Male,34,8,0.0,1,0,0,152463.6,0
576.0,France,Male,18,6,88450.18,1,1,1,142669.99,0
580.0,France,Female,36,5,94097.42,1,0,0,113387.13,0
700.0,France,Male,35,8,0.0,2,1,1,123843.8,0
752.0,Germany,Female,44,0,150540.11,2,1,0,10631.58,1
590.0,Germany,Male,28,5,0.0,2,1,0,193266.33,0
519.0,Germany,Male,58,8,187655.0,2,1,1,111605.18,0
577.0,France,Female,48,10,51656.99,1,1,0,63367.58,0
626.0,France,Male,56,6,0.0,1,1,0,104436.21,0
725.0,France,Female,38,7,0.0,2,1,1,137866.41,0
806.0,Germany,Male,41,9,81254.26,1,0,1,187942.3,0
615.0,Spain,Female,37,7,6744.01,1,1,0,76349.7,0
611.0,France,Male,37,10,98135.51,1,1,0,109925.16,0
830.0,Germany,Male,51,0,0.0,2,0,1,88570.14,0
820.0,France,Female,28,5,0.0,1,0,0,35281.53,0
807.0,France,Female,41,2,90368.15,2,0,1,24911.63,0
719.0,Germany,Male,38,7,0.0,1,0,1,112613.38,0
650.0,Spain,Male,29,6,0.0,1,0,1,31397.4,0
571.0,France,Male,49,6,0.0,1,0,0,102320.28,0
524.0,France,Male,34,4,63413.55,1,1,1,23476.9,0
721.0,France,Male,60,8,73178.0,1,1,1,103553.59,0
570.0,France,Male,37,1,0.0,1,1,0,28559.56,0
660.0,Spain,Male,18,3,111874.13,2,1,0,171150.06,0
489.0,Spain,Female,40,10,0.0,2,0,1,57691.32,0
700.0,Spain,Male,46,8,29599.8,2,0,1,169665.79,0
695.0,France,Male,18,9,74010.76,2,1,0,4419.23,0
764.0,France,Male,24,1,153920.71,1,1,1,63991.51,0
686.0,Germany,Male,40,5,131450.2,2,0,0,51676.77,1
585.0,France,Male,19,9,0.0,1,1,0,146040.26,0
606.0,France,Female,37,3,28071.57,2,1,1,187286.94,0
723.0,France,Male,53,0,78352.16,2,1,1,70390.85,0
440.0,Germany,Female,32,3,0.0,1,1,1,165803.71,0
714.0,Spain,Male,32,2,181494.18,2,0,0,70.71,0
706.0,France,Female,45,4,122562.71,1,1,1,199607.64,0
566.0,Germany,Female,44,10,0.0,1,1,0,96897.84,1
469.0,France,Male,36,3,106041.68,1,0,1,124375.31,0
351.0,France,Female,31,4,230095.03,2,1,0,151819.04,1
745.0,Spain,Female,25,3,0.0,1,1,0,65492.58,0
577.0,Spain,Male,37,2,87161.0,2,1,0,94161.69,1
478.0,Germany,Male,57,4,176317.08,1,0,0,187628.73,1
600.0,France,Female,52,0,100008.81,2,1,1,188014.01,0
554.0,France,Male,54,10,0.0,2,0,1,15344.96,0
529.0,France,Male,50,0,0.0,2,1,1,66532.08,0
699.0,Germany,Male,40,1,135407.73,1,0,1,167890.76,0
731.0,France,Male,34,0,0.0,2,1,1,128460.2,0
675.0,Spain,Female,44,1,35079.02,1,1,0,143407.62,0
699.0,Germany,Female,18,1,59834.57,1,1,0,28463.33,0
691.0,Spain,Male,37,0,3703.21,1,1,1,176559.16,0
738.0,France,Male,48,2,0.0,2,1,1,1552.62,0
761.0,France,Male,44,6,65822.07,1,1,0,173153.85,0
608.0,Spain,Female,46,2,14419.17,1,1,1,77031.39,0
512.0,France,Female,45,5,83672.35,2,1,0,57208.33,0
648.0,France,Female,29,0,126762.73,1,0,1,193617.08,0
841.0,France,Male,43,0,106485.05,2,1,1,170534.92,0
493.0,France,Male,43,1,131304.88,1,1,1,125560.19,0
666.0,France,Male,55,3,136199.23,2,1,1,170914.81,0
850.0,France,Male,34,3,60632.19,1,0,1,140410.27,0
746.0,Germany,Male,32,6,129095.13,1,0,1,31452.5,0
650.0,France,Male,48,8,114807.98,1,1,0,44599.45,0
382.0,Spain,Male,34,7,159109.03,1,1,1,158080.49,1
656.0,France,Male,38,2,0.0,1,1,0,127947.74,0
671.0,France,Male,47,9,0.0,2,1,0,186328.89,0
545.0,France,Female,30,4,0.0,1,0,1,199422.54,0
577.0,Germany,Female,31,6,0.0,1,1,0,70843.66,1
784.0,Spain,Male,45,4,178088.81,1,1,1,187043.47,0
619.0,Spain,Female,31,9,0.0,2,0,0,191245.66,0
743.0,Germany,Male,53,10,99191.5,1,0,1,64975.61,0
597.0,Germany,Female,32,2,21860.95,1,0,0,130684.44,1
756.0,France,Male,41,10,50677.54,2,1,1,111872.64,0
720.0,Spain,Female,43,3,83860.83,1,0,1,152297.87,1
655.0,Spain,Male,49,8,162027.74,2,1,0,124630.75,1
740.0,Germany,Female,31,6,95981.04,2,0,1,187092.6,1
558.0,Germany,Female,41,7,177040.14,3,0,1,74260.37,1
682.0,France,Male,49,5,0.0,2,1,1,157704.2,0
415.0,France,Female,24,4,0.0,1,0,0,138911.81,0
526.0,France,Female,37,1,0.0,1,0,0,96519.08,0
610.0,Spain,Male,31,0,96702.87,2,0,0,161076.29,0
600.0,Germany,Female,21,8,109063.9,1,1,1,184327.36,0
810.0,France,Female,27,7,0.0,1,1,0,790.03,0
580.0,Germany,Female,18,5,32108.69,2,1,0,132468.33,1
706.0,France,Female,30,10,0.0,1,1,1,70042.62,0
618.0,France,Female,37,10,0.0,2,1,0,37279.65,0
579.0,Spain,Female,43,2,94280.46,1,1,1,183761.15,1
668.0,Spain,Male,35,4,0.0,1,1,1,152095.58,0
723.0,Germany,Female,58,2,0.0,1,0,1,35603.66,1
698.0,Spain,Male,18,3,86326.6,2,1,0,122216.44,0
850.0,Germany,Female,46,6,0.0,1,1,1,71635.15,0
601.0,Germany,Female,40,9,0.0,2,1,0,65630.98,0
796.0,France,Female,43,10,0.0,1,0,0,50033.33,0
841.0,France,Male,27,5,55280.16,2,0,0,134092.59,0
646.0,Germany,Female,51,6,0.0,1,0,0,166171.15,0
400.0,Germany,Male,31,5,0.0,2,0,1,180676.01,0
751.0,Spain,Male,18,5,108890.35,2,0,0,166728.54,1
580.0,Spain,Female,58,8,96253.0,1,1,0,22504.7,0
674.0,France,Male,54,1,157340.48,2,1,0,177807.05,1
642.0,France,Female,48,8,111109.12,1,0,1,145988.07,0
439.0,Germany,Male,44,7,75236.99,3,0,0,18579.19,1
657.0,Germany,Male,21,7,68319.74,2,1,1,176729.0,0
714.0,France,Female,47,3,0.0,1,1,1,20266.9,0
631.0,Germany,Female,51,6,0.0,2,1,1,101542.56,0
606.0,Germany,Female,19,7,124481.42,1,1,0,170490.52,0
510.0,France,Female,54,3,182677.06,2,1,0,101460.94,1
582.0,Germany,Male,32,9,0.0,1,1,0,1331.16,0
675.0,Germany,Male,51,9,168984.71,1,0,0,69785.95,1
584.0,France,Male,25,4,14560.02,1,1,1,184548.75,0
550.0,Germany,Male,54,4,59994.06,1,1,1,165866.06,0
541.0,Spain,Male,23,8,133433.8,1,1,1,188087.43,0
515.0,France,Male,32,0,84907.71,2,0,1,38344.23,0
598.0,Spain,Female,61,0,98658.93,1,1,1,135506.99,0
594.0,Spain,Male,24,8,126604.77,2,1,1,133309.78,0
504.0,France,Male,31,10,0.0,1,1,1,185701.41,0
679.0,Germany,Male,29,0,98280.92,1,1,1,126708.38,0
603.0,Germany,Male,42,2,80750.19,2,1,0,144339.54,0
445.0,France,Female,44,0,0.0,2,0,0,61298.76,0
657.0,France,Male,43,8,190874.73,2,1,0,169367.11,0
673.0,Spain,Female,42,4,0.0,2,1,0,57143.79,0
586.0,France,Male,49,1,37730.07,1,1,1,86324.58,0
626.0,Germany,Female,43,9,113080.42,2,1,1,42737.9,0
688.0,Germany,Female,28,10,0.0,2,0,0,162860.63,0
659.0,France,Female,54,5,48075.42,1,0,1,25796.25,1
759.0,France,Male,32,8,0.0,2,1,1,55779.1,0
728.0,France,Female,21,4,182074.15,1,1,1,371.88,0
643.0,Spain,Female,37,10,132417.19,1,1,1,184021.64,0
615.0,France,Female,35,6,0.0,1,1,1,89809.83,0
712.0,France,Male,49,5,0.0,2,1,0,163970.54,0
796.0,France,Male,34,1,0.0,2,1,0,199731.93,1
609.0,Germany,Male,48,4,72504.86,2,0,0,98866.03,1
703.0,France,Male,42,7,132910.74,1,1,1,142745.78,0
496.0,France,Female,57,8,0.0,2,1,1,165602.35,0
729.0,Spain,Male,34,2,0.0,1,1,1,142121.98,0
505.0,France,Male,32,1,160552.37,1,1,1,68901.46,0
499.0,France,Female,41,10,27437.74,1,1,1,160244.91,0
641.0,France,Male,50,5,0.0,1,1,1,38949.17,0
708.0,Germany,Male,25,2,0.0,1,0,0,168924.76,0
541.0,Germany,Female,32,1,0.0,2,1,0,124236.76,0
573.0,France,Male,25,5,126907.22,2,0,0,51566.58,0
523.0,France,Female,31,1,82043.95,2,1,1,188513.78,0
685.0,Germany,Female,44,5,45244.84,4,1,0,186842.85,1
637.0,France,Male,32,10,39489.1,2,1,1,28886.48,0
602.0,France,Female,47,0,0.0,2,1,0,34416.53,0
644.0,France,Female,48,5,71836.49,2,0,1,93177.93,1
704.0,Germany,Male,60,10,115190.89,2,1,0,4153.19,1
475.0,France,Female,42,1,86338.04,2,1,1,13419.44,0
704.0,Germany,Male,38,6,0.0,1,1,0,90800.08,0
625.0,France,Male,43,5,134869.81,2,1,1,191504.16,0
650.0,France,Female,68,9,0.0,1,1,1,125581.32,0
456.0,Spain,Male,45,9,0.0,2,1,0,7611.17,0
